,user,description,followers,location,text
1616,MaiAllahKaBanda,"‏باظیچا اے اتفال حے دُنیا میرے آگے،
 حوتا حے شب اے روذ تماشا میرے آگے۔",46,Jammu And Kashmir,"@Apki_chhoti_bhn @narendramodi Those are the loser lot of Bangladesh. 

The real Bangladesh is progressing. 

By th… https://t.co/UXlahmtbmu"
1617,NPaderiya,Crypto currancy trading is the future of India.,59,INDORE M.P.,@narendramodi Great job
1618,Anil89702453,🤦,80,"Warangal-Hamamkonda, India",@narendramodi Happy Birthday @AlwaysRamCharan sir
1619,AbhisheK_Kr11,"Unemployed, RRB empanelled candidate",30,India,"@narendramodi @narendramodi @PiyushGoyal
@PiyushGoyalOffc @RailMinIndia
@CPO_NR @pccm_nr @GM_NRly @drmumb @drmdelhi… https://t.co/rj7kPBoNis"
1620,jyani_dheeraj,"अध्यक्ष , चौधरी परमाराम गोदारा कृषि महाविद्यालय , (भादरा) 
अखिल भारतीय कृषि छात्र संघ  (AIASA)",6,"Bhadra, India",@Rajendra4BJP @narendramodi @BJP4India @BJP4Rajasthan Respected sir please help us 🙏 https://t.co/eCWC8atFUR
1621,tweetiepieRupal,,78,,@BhavikaKapoor5 @narendramodi gifted 1.2 million vaccine doses and more than 12 ambulances to sheikh hasina !!! she gave him a gold coin
1622,VarierSangitha,आ नो भद्राः क्रतवो यन्तु विश्वतः🕉Let noble thoughts come to me from all directions🇮🇳Blessed by #PM @narendramodi Ji @PiyushGoyalOffc @CTRavi_BJP @ShobhaBJP,12616,Coimbatore,"🇮🇳This is the Power of Our 1 Vote for @BJP4India ..🙏 Unapologetically #Sanatan , With Pride in Our Hearts , #Hon… https://t.co/8JJnKrEylU"
1623,DEPOKKRCITY,Support Your Local Movement!! No Fight!No Racist! LOVE INDONESIAN!,890,Depok West Java - Indonesian,"@PMOIndia @narendramodi @UN
@ASEAN
Heartbreaking images of a one-year-old baby in Thamine, Yangon, who was shot in… https://t.co/RksJAkFxkX"
1624,Sarthikbhan2,Carpediem,251,Lost somewhere ,@cvdom2021 @DrSJaishankar @MEAIndia @PMOIndia wtf @narendramodi @DrSJaishankar whats wrong with you guys?
1625,AbhisheK_Kr11,"Unemployed, RRB empanelled candidate",30,India,"@narendramodi @narendramodi @PiyushGoyal
@PiyushGoyalOffc @RailMinIndia
@CPO_NR @pccm_nr @GM_NRly @drmumb @drmdelhi… https://t.co/8NRFfLDDZq"
1626,Rupesh12035093,,0,,@narendramodi But still I will save my hands for better enemies infront of me.Protocols.
1627,kjayeshb,"Director, Energy Systems",125,"Maharashtra, India","@RBIsays @FinMinIndia @RBI @PMOIndia @nsitharaman @narendramodi
@rashtrapatibhvn @DFS_INDIA
Incompetent Failure… https://t.co/s2BbFYa0tQ"
1628,TRS_thopu,"🔥TRS🔥Pink Mafia🤙
I'm here 2 send Fake news spreading As-Holes 2 Hell, if Ur a BJP🍊 stay away stay safe | Proud🇮🇳Telangana
Conference organizer& Pharmacist",222,,"@manobhavaalu I met Mahatma Gandhi Ji, and told exactly how @narendramodi ji is fighting along with freedom:satyagr… https://t.co/T1zdM67BNJ"
1629,siya_fan,"Better than a thousand hollow words, is one word that brings peace.",184,,"@narendramodi https://t.co/AVyaHkuTj5
Everyone pls keep sharing MARJANEYA YouTube link
#RubinaDilaik #AbhinavShukla #RubiNav"
1630,atindian,"हिन्दू तन, हिन्दू मन, हिन्दू अपना जीवन।
रामराज्य फिर लाऐगे बोले हर एक धडकन।।
                 ।।जय श्री राम।।",1725,,Thankyou @narendramodi ji https://t.co/RfXqTgvxd8
1631,RamKuma19784093,"loves Modi jee, RSS sevak",209,Puducherry,"@narendramodi 🙏🙏🙏🙏🙏 

PM Modi: Pradhan Sevak of New India,  Vasudhaiva Kutumbakam.

Excellent Modi jee government a… https://t.co/rzyeTJKxfo"
1632,DDNewslive,"Official Twitter account of DD News, the Public Broadcaster of India. हिंदी में @DDNewsHindi. Follow us on- https://t.co/hUdIpLotbt",3143974,"New Delhi, India","Prime Minister @narendramodi, #Bangladesh Prime Minister #SheikhHasina jointly inaugurates 5 projects in #Dhaka,… https://t.co/QcNYGfpoMk"
1633,Kpsingh72876499,"MBA, MA Eng. 
working in Finance

please also follow @kpsingh57181699 backup account

please follow @shriramteerth

राष्ट्रहित सर्वोपरि

#३ह",714,India,@BookishKhushi @narendramodi @vivekagnihotri @AmitShah @KapilMishra_IND @smritiirani @PMOIndia @vijayrupanibjp Congratulations🎉🥳
1634,kjayeshb,"Director, Energy Systems",125,"Maharashtra, India","@RBIsays @FinMinIndia @RBI @PMOIndia @nsitharaman @narendramodi
@rashtrapatibhvn @DFS_INDIA
Incompetent Failure… https://t.co/zVNZHHPFYZ"
1635,aks_data,Site Reliability Engineer,16,"Vancouver, British Columbia",@cmanishiyer @TVMohandasPai @rajnathsingh @narendramodi @PMOIndia @PiyushGoyal @rsprasad @APanagariya… https://t.co/xgfjH24NoO
1636,KanbilTejaswini,pay had think smart,1,,"@MEAIndia @DrSJaishankar @narendramodi https://t.co/OgFocAQtQQ
I stand strong for a reply"
1637,JugalThakorMP,Member of Parliament (Rajya Sabha) from Gujarat State BJP,5431,"Mahesana,gujarat",Hon'ble PM Shri @narendramodi Ji hands over a representational key of 109 life-saving ambulances to Bangladesh PM S… https://t.co/6wLuYu6kTH
1638,991Hector,,2,,@Go_Movie_Mango @narendramodi Well bro Bengal use to be a surplus power 24*7 power use to be there but I don't stay  can't say now
1639,Subhash31128654,"A simple Indian... Modi our PM for another 10 years.....

Pls follow and shall follow back.",47,,"@Huawei Enough with Wuhan virus already, we don't want Huawei virus too.

@republic @TimesNow @ndtv @aajtak… https://t.co/fbaJ3Ejvve"
1640,MrcuteAnish,"Blsd By @OmMathur_bjp @mssirsa @vinitgoenka @Shehzad_Ind @PiyushGoyaloffc @ashwani_mahajan @amitkalraj @JagratiShukla29 @SharmaKhemchand @ShobhaBJP RT, NotEt.",5982,"Lucknow, India",@ShobhaBJP @BJP4Keralam @narendramodi @AmitShah @JPNadda @BSYBJP @rajeev_mp @Kummanam @BJPKrishnaDas @JoshiPralhad… https://t.co/gl8A9vGDYJ
1641,balwind33448920,only here 4 #justiceforsushant  his life matters  💯,70,,@lalitha553322 @Sushiiiiii8 @narendramodi @AmitShah Minister Involved In SSR Case
1642,AbhisheK_Kr11,"Unemployed, RRB empanelled candidate",30,India,"@RailMinIndia @narendramodi @PiyushGoyal
@PiyushGoyalOffc @RailMinIndia
@CPO_NR @pccm_nr @GM_NRly @drmumb @drmdelhi… https://t.co/VeJnjw1NwW"
1643,DEPOKKRCITY,Support Your Local Movement!! No Fight!No Racist! LOVE INDONESIAN!,890,Depok West Java - Indonesian,"@narendramodi @MEAIndia @UN
@ASEAN
Heartbreaking images of a one-year-old baby in Thamine, Yangon, who was shot in… https://t.co/OI7FkknkjD"
1644,warisa_ali,,0,,@YourFather_O @KumarRitikRaj3 @Salman11803201 @VamosBangalore @frontline000 @narendramodi @ImranKhanPTI Nobody hate… https://t.co/RYjcL6YqPz
1645,kjayeshb,"Director, Energy Systems",125,"Maharashtra, India","@RBIsays @FinMinIndia @RBI @PMOIndia @nsitharaman @narendramodi
@rashtrapatibhvn @DFS_INDIA
Incompetent Failure… https://t.co/4sb0EkomTO"
1646,SSBalakrishnan9,Chartered Accountant. Indian Nationalist. Proud to be called a Maharashtrian (Goregaonkar). Nationalist Hindu! Multilinguist! Love cooking & walking.,61,,@RMCpost @narendramodi also gave 150 life saving ambulances to BD. Do you think with this Hindu lives are safe in BD??
1647,siya_fan,"Better than a thousand hollow words, is one word that brings peace.",184,,"@narendramodi https://t.co/AVyaHkuTj5
Everyone pls keep sharing MARJANEYA YouTube link
#RubinaDilaik #AbhinavShukla #RubiNav"
1648,Sudarshana1000,"Proud Hindu , Nationalistic Force, Reservation supporter
Real Feminist. Ambedkarji & Savkararji are my gods.
EQUALITY so Uniform Civil Law is must",234,Hindu Rashtra,"@meerajit @GauravPandhi @INCIndia @RSSorg @narendramodi @BJP4India End of you , me and all hindus, Sikhs,Jains,Budd… https://t.co/1WTOwe8fj3"
1649,DrDharmendraTr2,"Postgraduate from University of Allahabad
Ph.D. Environment Geography, Maharaja Sayajirao University, Vadodara, Gujarat.
Environmentalist, Belief-Righteousness",421,"UttarPradesh, India, 230201",@kavyaYdv2100 @Guptaprakashr @narendramodi Meeting with #MathuaSamaj and proffering deeds at #MathuaDeviTemple is a… https://t.co/EQUiKiHOJs
1650,BinderM97343625,mast mor,25,Haryana,@KamleshDhanda1 @mlkhattar @narendramodi @smritiirani @TawdeVinod @OPDhankar @Annapurna4BJP Very nice
1651,PMBhutan,Prime Minister of Bhutan,79371,Bhutan,"As we wrap up a successful day one of the nationwide COVID-19 vaccination rollout, I would like to thank Prime Mini… https://t.co/00JAtasXti"
1652,Justice_Upheld,Justice Upheld is a free and independent Human Rights organisation. Law professionals fighting internationally for those who cannot fight for themselves.,2512,United Kingdom,@chandhokamarjit @IndianEmbRiyadh The Indian authorities are aware of this support provided by the GOI however desp… https://t.co/3MxAJ13oaY
1653,raghavc69,,1,,"Why What made air India increase flight time of AI806 28/3/21 from 2hrs15mins to 3hrs45mins .
I have paid RS 8545+… https://t.co/DHTV3HfKd1"
1654,ctmirajkar,,38,"Kharghar, Panvel",@DrAMSinghvi This is very true for our Dear Prime Minister and Home Minister. Their worst critiques will also agree… https://t.co/VVa3IBDbLZ
1655,DEPOKKRCITY,Support Your Local Movement!! No Fight!No Racist! LOVE INDONESIAN!,890,Depok West Java - Indonesian,"@narendramodi @DrSJaishankar @UN
@ASEAN
Heartbreaking images of a one-year-old baby in Thamine, Yangon, who was sho… https://t.co/ax5UW13JkV"
1656,mshrutibhardwaj,"धर्मो रक्षति रक्षितः
#kattar_hindu🕉️🕉
फॉलो करके अनफॉलो करने वाले दूर रहे #जयश्रीराम",619,"Varanasi, India","That's called "" KH K LENA "" @narendramodi @PakPMO @majorgauravarya #BangladeshIndiaFriendship #SheikhHasina… https://t.co/GI1ulZfErX"
1657,kjayeshb,"Director, Energy Systems",125,"Maharashtra, India","@RBIsays @FinMinIndia @RBI @PMOIndia @nsitharaman @narendramodi
@rashtrapatibhvn @DFS_INDIA
Incompetent Failure… https://t.co/Ud5aorywzg"
1658,SajjadCh_,It's not over yet,82,United Kingdom,@RajaAsadullah @aminattock @JoeBiden @KamalaHarris @ImranKhanPTI @narendramodi Why PMIK need an endorsement from US… https://t.co/Oaq17mnQXd
1659,Satwiksahoo4,Student,1,,@sonalika_kumar @ShashiTharoor @narendramodi tell it to bjp it cell propaganda first. How eager are u to pass comme… https://t.co/N6LQvb5HKC
1660,MrcuteAnish,"Blsd By @OmMathur_bjp @mssirsa @vinitgoenka @Shehzad_Ind @PiyushGoyaloffc @ashwani_mahajan @amitkalraj @JagratiShukla29 @SharmaKhemchand @ShobhaBJP RT, NotEt.",5982,"Lucknow, India",@ShobhaBJP @BJPKrishnaDas @narendramodi @AmitShah @JPNadda @amritabhinder @drtpsenkumar @BYRBJP @JoshiPralhad… https://t.co/6rsJNVU9qG
1661,kjayeshb,"Director, Energy Systems",125,"Maharashtra, India","@RBIsays @FinMinIndia @RBI @PMOIndia @nsitharaman @narendramodi
@rashtrapatibhvn @DFS_INDIA
Incompetent Failure… https://t.co/ioPNjJyBvL"
1662,ReeyaChandra,UM2 student,183,United Kingdom,@PMOIndia @narendramodi @BBCIndia Please protect our children. Terrorists are killing innocent children. Save our c… https://t.co/3UfJLmQ9dD
1663,RAMAKRI96902652,Proud Hindu. Do not need any certificates or lectures from Pseudo Hindus who have self appointed themselves as sole protectors of Hinduism,23,"Trivandrum, India","@narendramodi @AmitShah
@sanket @ShekharGupta
@Suhelseth @suhasinih
@rsprasad @sanjeevsanyal
@MahuaMoitra… https://t.co/bR0h3rFGAJ"
1664,dineshkupadhyay,"Keen observer of Media & Indian  Politics..
a nationalist, कवि, लेखक, हिन्दी प्रेमी..

Pseudo secular/hypocrites please keep a distance
《RT/Likes ≠ Endorsement》",190,"New Delhi, India","@ShashiTharoor @narendramodi Your this approach Must be appreciated..

But

How many @INCIndia
Members including… https://t.co/Hck8y7ax8z"
1665,bluepakshi,"when the game is fixed, only fools play by the rules.",9,,@ShefVaidya @capt_amarinder @BJP4India @INCIndia It is high time @narendramodi and @AmitShah take matters seriously… https://t.co/6nSjkhzLz5
1666,kare03098029,Mixed marriage progeny and a realized being who knows that variety is the spice of life,0,,@MEAIndia @narendramodi A gift from West Bengal to East Bengal! Shonar Bangla! #akhand_bharat
1667,RahulS401,"The 4th of Jan
    #Reputation 🎶
        VIS💞                    
 🇮🇳",0,India,@Shariful1000 @iamakt27 @narendramodi And what is her name?
1668,kkvpatil,"#NationFirst | Hindu | Inspired by The Great Shivaji Raje, Chhava Shambhu Raje,Freedom Fighters, Lokmanya Tilak, Swatantraveer Sawarkar & PM Narendra Modi | 🙏",164,Ulhasnagar & Kalyan,"PM @narendramodi and Bangladesh PM Sheikh Hasina virtually inaugurated 'Mitali Express' between Dhaka and New Jalpaiguri.

🙂"
1669,kjayeshb,"Director, Energy Systems",125,"Maharashtra, India","@RBIsays @FinMinIndia @RBI @PMOIndia @nsitharaman @narendramodi
@rashtrapatibhvn @DFS_INDIA
Incompetent Failure… https://t.co/ZwlrmGZkxC"
1670,ashok_1112,"I love good humour, which does not hurt any one.",617,मेरा भारत महान,@JaiHindNamo @narendramodi Nice video..Good voice.
1671,logicalhoon,,36,भारत,@narendramodi Love how u are a proud hindu and respect your ansectors
1672,iamanurag04,"यः सूर्य सो अहमेव च । 

Jack of all trades with Masters in one.",74,Lucknow,@ShashiTharoor @narendramodi Hope it breaks bad habit of targeting PM else this admission will be meaningless....… https://t.co/X15GZrA9TE
1673,kjayeshb,"Director, Energy Systems",125,"Maharashtra, India","@RBIsays @FinMinIndia @RBI @PMOIndia @nsitharaman @narendramodi
@rashtrapatibhvn @DFS_INDIA
Incompetent Failure… https://t.co/LJIUSmXE7e"
1674,jm4Bharat,,45,"Bhubaneshwar, India",@DrJitendraSingh @narendramodi @BJPLive @AmitShah @JPNadda @sarbanandsonwal @himantabiswa @RanjeetkrDass @BJP4Assam… https://t.co/xaWclRwEBW
1675,manishsaxena30,I always find a reason to smile...,11,,@ShashiTharoor @narendramodi you should be ashamed of yourselves #MrShashiTharoor
1676,Devganga55,I'm an unemployee...bt struggling continue !! #परछाईं,94,"गोरखपुर, भारत","#add22000in69000 
🙏Please start 3rd councelling alongwith 22000 seats of 68500, which must be filled with qualified… https://t.co/BXeWOa78Ig"
1677,13AprilHGS,"Artist , Painter ,Art Dealer ,Humanitarian, airline crew",12,भारत,Picture worth thousand words @mannkibaat @PMOIndia @narendramodi what a personality .. proud of you Modi Ji https://t.co/9PnLT5Pd07
1678,L_SarathChandra,Discovering Myself every day,9,India,@Fight_4_PHOTON @ItsALD5 @TimesNow @PMOIndia @HMOIndia @narendramodi @MeNarayanRane @AmitShah @nilotpalm3… https://t.co/BRuG0DgTVG
1679,I_m_SeemaRana,"Software engineer | passionate about Development, Designing & UI/UX | love doing animation (Synfig, Opentoonz, flash)| Nature & Animal lover.",601,Gurugram 🇮🇳,@im_vikas___ @Shubham_fd @narendramodi So you can choose congress in next election.
1680,SaffronDelhite,"'Twitter, Kitna Suspend Karoge?'

Even if you do:
🛕Hinduism Remains Soul of Bharat.
🛕It's beyond faith & 
🛕Unless you are a true Bharatiya, you won't Get it.",113,,"When @narendramodi ji does Pooja in any Temple, be it at Varanasi or at Jesorewhari Temple in Bangladesh, it just f… https://t.co/Gv2cpDBwGR"
1681,dvaitadvait,"If Hindavi Swarajya is the goal, everything else is merely a method.",5,,@ShashiTharoor @narendramodi Nobody cares what you 🤔
1682,Woke_Hindu,"A proud Hindu, Antidisestablishmentarian,
Here to expose Sickulars, RT aren't endorsement...",41,,"BJP supporter can already start celebrating, all the statements coming from TMC leaders confirm that they've alread… https://t.co/eeXu16r8Ca"
1683,devotedcitizen,,44,"California, USA",@narendramodi The forever PM in waiting ought to learn this how MoUs are signed and not clandestinely as he did wit… https://t.co/1gFooZZiZ4
1684,kjayeshb,"Director, Energy Systems",125,"Maharashtra, India","@RBIsays @FinMinIndia @RBI @PMOIndia @nsitharaman @narendramodi
@rashtrapatibhvn @DFS_INDIA
Incompetent Failure… https://t.co/8nSwjh6IfU"
1685,Nirmals85133768,samana,28,,@AIRAAAOFFICIAL @airfindia @ShivaGopalMish1 @AIRF_COMMS @Mahendraksriva @preetiairf @HqNrmu @RailMinIndia… https://t.co/j0ZfGG08PS
1686,manojwalvekar,,4,"Hudson, NH",@RahulGandhi @narendramodi If u r really patriotic then stop politics based on racism as a responsible citizen. pol… https://t.co/06JogO7rWW
1687,Gurdaya37079408,ਨਿਰਭਓੁ ਨਿਰਵੈਰ 🙏❤,9,"Bardhaman, India",@I_Am_Asu_Rana @Foramshah_93 @narendramodi @ImranKhanPTI Oo bhai.. U have done MBA wow I never heard about this course😢
1688,xELTIGERx,hunt is on..,2,,@the_sindhi_man @amankhattak @narendramodi Their GDP is much better.
1689,BhagatokaBhagat,andh bhakt,16,england,@nambardhar @kulwinder_ind @MEAIndia @narendramodi #Sponsored by congi-commie-cristolamic left-librandus Breaking India forces!
1690,KanbilTejaswini,pay had think smart,1,,"@narendramodi Hello dear, 
@narendramodi @PMOIndia @CMofKarnataka @rashtrapatibhvn 
Did you know that skaters of Ka… https://t.co/aTz9nnUAET"
1691,abhismnit,,2,,"@narendramodi @HardeepSPuri #WearMaskSaveALife friends please wear mask it can save someone elses life, there no bi… https://t.co/SgvZPl6PWQ"
